,conversationId,movie_sent,sequence
71,71,"[('57', 1, 'N'), ('653', 1, 'N'), ('1173', 1, 'S'), ('1173', 1, 'N'), ('1173', 1, 'N'), ('1173', 1, 'S')]",[SKR] [EG2] [EG3] [I57] [I653] [REC] [I1173] [SKR] [I1173] [I1173] [REC] [I1173]
72,72,"[('1290', 1, 'N'), ('463', 1, 'S')]",[SKR] [EG2] [EG3] [EG20] [EG48] [I1290] [REC] [I463] [EG2] [EA2684] [EA8] [EA3076] [SKR] [EG48]
73,73,"[('1138', 1, 'N'), ('567', 1, 'S'), ('567', 1, 'S'), ('567', 1, 'N')]",[SKR] [I1138] [EG21] [REC] [I567] [I567] [SKR] [I567]
74,74,"[('1349', 1, 'N'), ('67', 1, 'N'), ('30', 1, 'S'), ('30', 1, 'N'), ('1557', 1, 'N'), ('1212', 1, 'N'), ('1212', 1, 'N'), ('1557', 1, 'S')]",[SKR] [EG25] [EG3] [I1349] [I67] [ED210] [REC] [I30] [SKR] [I30] [I1557] [I1212] [I1212] [REC] [I1557]
75,75,"[('1421', 1, 'S'), ('1672', 1, 'S'), ('1316', 1, 'S'), ('1509', 1, 'S')]",[SKR] [EG3] [REC] [I1421] [I1672] [EA3149] [SKR] [EA3149] [EA444] [EG3] [EG46] [REC] [EG46] [I1316] [EG3] [SKR] [EA171] [REC] [EA701] [EA1819] [EA3540] [SKR] [EA3540] [REC] [I1509] [SKR] [EA3218] [REC] [EA3218]
76,76,"[('131', 1, 'N'), ('429', 1, 'S'), ('362', 1, 'S')]",[SKR] [I131] [EG64] [EG2] [REC] [I429] [I362] [EA2022] [EA602] [EA831] [SKR] [EA602]
77,77,"[('1210', 1, 'N'), ('968', 1, 'S')]",[SKR] [I1210] [REC] [EG3] [SKR] [EG44] [REC] [I968] [EA1473]
78,78,"[('634', 1, 'S'), ('1730', 1, 'S'), ('358', 1, 'S'), ('741', 1, 'S'), ('741', 1, 'S')]",[SKR] [EG7] [REC] [I634] [I1730] [SKR] [EG41] [REC] [EG41] [I358] [I741] [EG2] [I741] [EG64] [EG64] [SKR] [EG64]
79,79,"[('791', 1, 'N'), ('227', 1, 'S'), ('227', 1, 'S'), ('1799', 1, 'S'), ('1799', 1, 'N')]",[SKR] [EG3] [REC] [EG3] [SKR] [EA730] [I791] [REC] [EG3] [I227] [I227] [I1799] [SKR] [I1799] [REC] [EA3501] [EG3] [EG3]
80,80,"[('413', 1, 'N'), ('413', 1, 'S'), ('547', 1, 'S')]",[SKR] [EG65] [EG3] [REC] [EG65] [EG3] [EG65] [EG3] [SKR] [EG65] [I413] [EG65] [REC] [EG65] [SKR] [EG65] [REC] [I413] [I547] [EA1704]
81,81,"[('1230', 1, 'N'), ('1210', 1, 'N'), ('1099', 1, 'S')]",[SKR] [I1230] [I1210] [REC] [I1099] [EA2121]
82,82,"[('272', 1, 'N'), ('272', 1, 'N'), ('272', 1, 'S'), ('57', 1, 'S'), ('272', 1, 'S'), ('57', 1, 'N'), ('57', 1, 'S'), ('652', 1, 'N'), ('652', 1, 'S'), ('1287', 1, 'N'), ('407', 1, 'S'), ('407', 1, 'S')]",[SKR] [I272] [REC] [EG2] [SKR] [I272] [REC] [EG2] [SKR] [EG2] [REC] [I272] [EG2] [I57] [I272] [SKR] [I57] [REC] [EA1558] [EA1728] [I57] [SKR] [I652] [REC] [I652] [SKR] [I1287] [REC] [EG2] [I407] [EG2] [SKR] [EG2] [REC] [I407]
83,83,"[('657', 1, 'N'), ('1863', 1, 'N'), ('216', 1, 'N'), ('657', 1, 'S'), ('216', 1, 'S'), ('657', 1, 'S'), ('785', 1, 'N'), ('1087', 1, 'S'), ('1343', 1, 'N'), ('881', 1, 'S'), ('887', 1, 'N')]",[SKR] [EG2] [EG3] [I657] [I1863] [I216] [EA2271] [REC] [I657] [I216] [I657] [SKR] [I785] [EA1995] [EG3] [EA2077] [REC] [I1087] [EA2077] [SKR] [EA2584] [I1343] [EA1995] [REC] [I881] [EA3266] [EA1651] [EG27] [EG27] [SKR] [I887]
84,84,"[('884', 1, 'N'), ('1784', 1, 'N'), ('741', 1, 'N'), ('643', 1, 'S'), ('435', 1, 'S'), ('643', 1, 'N'), ('643', 1, 'N')]",[SKR] [EG64] [EG2] [EG3] [I884] [EG64] [I1784] [I741] [REC] [EG64] [I643] [EA369] [I435] [SKR] [I643] [REC] [EA369] [SKR] [I643]
85,85,"[('1067', 1, 'N'), ('273', 1, 'S'), ('735', 1, 'S'), ('704', 1, 'S'), ('735', 1, 'N'), ('704', 1, 'N'), ('735', 1, 'S'), ('735', 1, 'N')]",[SKR] [EG65] [EG20] [REC] [EG65] [SKR] [EG65] [I1067] [ED1085] [REC] [I273] [I735] [SKR] [EG20] [REC] [I704] [SKR] [I735] [I704] [REC] [I735] [SKR] [I735]
86,86,"[('476', 1, 'N'), ('476', 1, 'S'), ('476', 1, 'S'), ('1024', 1, 'S'), ('671', 1, 'S'), ('29', 1, 'N'), ('29', 1, 'S')]",[SKR] [I476] [REC] [I476] [I476] [I1024] [I671] [SKR] [I29] [REC] [I29] [EA1370] [SKR] [EA1370] [EA1370] [REC] [EA1370]
87,87,"[('273', 1, 'N'), ('1339', 1, 'S'), ('273', 1, 'S'), ('952', 1, 'N'), ('57', 1, 'S'), ('861', 1, 'S'), ('532', 1, 'N'), ('1269', 1, 'S'), ('1189', 1, 'S'), ('532', 1, 'N')]",[SKR] [EG48] [EG2] [EG65] [I273] [REC] [I1339] [SKR] [EG2] [REC] [EG2] [I273] [SKR] [I952] [EA369] [EG2] [REC] [I57] [I861] [SKR] [I532] [EA2511] [EA2511] [EG2] [REC] [I1269] [EG27] [EG7] [I1189] [SKR] [I532]
88,88,"[('1714', 1, 'S'), ('273', 1, 'S'), ('273', 1, 'S'), ('861', 1, 'S'), ('273', 1, 'S'), ('405', 1, 'N'), ('273', 1, 'N'), ('405', 1, 'S'), ('405', 1, 'N'), ('1849', 1, 'N'), ('642', 1, 'N'), ('273', 1, 'N'), ('1714', 1, 'N')]",[SKR] [EG20] [EG3] [REC] [EG3] [I1714] [EA454] [SKR] [EA454] [REC] [I273] [EA3295] [I273] [SKR] [EG2] [REC] [EG2] [I861] [I273] [SKR] [I405] [I273] [REC] [I405] [SKR] [I405] [I1849] [I642] [EA2452] [I273] [I1714]
89,89,"[('633', 1, 'N'), ('273', 1, 'S')]",[SKR] [I633] [REC] [EG3] [SKR] [EG20] [EG3] [EG7] [REC] [EA3295] [I273]
90,90,"[('1609', 1, 'S'), ('1805', 1, 'S'), ('1340', 1, 'S'), ('23', 1, 'S'), ('1271', 1, 'S')]",[SKR] [EG31] [REC] [I1609] [EG31] [EG31] [SKR] [EG2] [REC] [I1805] [EG2] [I1340] [SKR] [EG2] [EG2] [REC] [I23] [EA2563] [I1271]
91,91,"[('120', 1, 'S')]",[SKR] [EG2] [EG65] [REC] [EG65] [I120]
92,92,"[('929', 1, 'S'), ('1211', 1, 'N'), ('1529', 1, 'N')]",[SKR] [EG2] [REC] [EG2] [EG2] [I929] [SKR] [EA3633] [I1211] [I1529] [REC] [EA3479] [EA3436] [ED336] [SKR] [EG2]
93,93,"[('861', 1, 'N'), ('57', 1, 'N'), ('272', 1, 'N'), ('1388', 1, 'S'), ('1670', 1, 'N'), ('1211', 1, 'S')]",[SKR] [I861] [I57] [I272] [REC] [EA1558] [EG3] [SKR] [EG3] [REC] [I1388] [SKR] [I1670] [REC] [I1211]
94,94,"[('1503', 1, 'N'), ('1069', 1, 'S'), ('1436', 1, 'S'), ('327', 1, 'N'), ('1672', 1, 'N'), ('1802', 1, 'S'), ('1672', 1, 'N'), ('1802', 1, 'S'), ('37', 1, 'S'), ('1421', 1, 'S')]",[SKR] [I1503] [REC] [EG57] [SKR] [EG57] [REC] [I1069] [I1436] [SKR] [EA3149] [I327] [I1672] [REC] [I1802] [SKR] [EG57] [REC] [EG57] [SKR] [EA3149] [I1672] [REC] [I1802] [EG57] [SKR] [EA3149] [REC] [I37] [EA3149] [I1421]
95,95,"[('640', 1, 'S'), ('273', 1, 'S'), ('273', 1, 'N'), ('1339', 1, 'S'), ('273', 1, 'S'), ('1126', 1, 'N')]",[REC] [I640] [SKR] [EG20] [REC] [I273] [SKR] [I273] [REC] [EA3295] [EA2423] [I1339] [I273] [ED185] [SKR] [I1126]
96,96,"[('640', 1, 'N'), ('184', 1, 'N'), ('668', 1, 'S')]",[SKR] [EG23] [EG64] [I640] [REC] [EG64] [SKR] [I184] [REC] [I668]
97,97,"[('1697', 1, 'N'), ('640', 1, 'S')]",[SKR] [EG65] [REC] [EG41] [EG3] [SKR] [EG3] [EG41] [EG3] [EG2] [REC] [EG2] [SKR] [I1697] [EG2] [REC] [I640] [EG2]
98,98,"[('994', 1, 'S'), ('992', 1, 'N')]",[REC] [I994] [SKR] [I992]
99,99,"[('693', 1, 'S'), ('417', 1, 'S'), ('417', 1, 'N')]",[REC] [EG20] [SKR] [EG20] [REC] [I693] [EA3139] [SKR] [EG20] [EG3] [REC] [EG3] [SKR] [EA298] [REC] [I417] [SKR] [I417]
100,100,"[('1523', 1, 'S'), ('1523', 1, 'N'), ('1414', 1, 'N')]",[REC] [EG57] [EG65] [EG3] [SKR] [EG65] [REC] [EG65] [SKR] [EG65] [REC] [I1523] [SKR] [I1523] [I1414]
101,101,"[('652', 1, 'S'), ('652', 1, 'N'), ('652', 1, 'S'), ('999', 1, 'S'), ('956', 1, 'S'), ('652', 1, 'N')]",[SKR] [EG3] [REC] [I652] [SKR] [I652] [REC] [EA3436] [EA1588] [I652] [I999] [SKR] [EG41] [EG3] [REC] [I956] [EA3499] [SKR] [I652]
102,102,"[('155', 1, 'S'), ('676', 1, 'S'), ('676', 1, 'N'), ('437', 1, 'S'), ('847', 1, 'S'), ('1647', 1, 'S'), ('845', 1, 'S'), ('1364', 1, 'N'), ('924', 1, 'N'), ('1787', 1, 'N'), ('1302', 1, 'N'), ('743', 1, 'N'), ('924', 1, 'S'), ('924', 1, 'N'), ('304', 1, 'S')]",[SKR] [EG25] [EG2] [EG23] [EG65] [REC] [EG65] [I155] [I676] [SKR] [I676] [REC] [EG65] [I437] [EA302] [I847] [EA3500] [EG25] [I1647] [EA829] [I845] [EG23] [SKR] [EG23] [I1364] [I924] [I1787] [I1302] [I743] [REC] [EG23] [I924] [SKR] [I924] [REC] [I304]
103,103,"[('653', 1, 'S'), ('1371', 1, 'S'), ('293', 1, 'N')]",[SKR] [EG25] [REC] [EG25] [EG2] [I653] [I1371] [SKR] [I293] [REC] [EG25]
104,104,"[('1462', 1, 'N'), ('609', 1, 'S')]",[SKR] [I1462] [REC] [I609]
105,105,"[('273', 1, 'N'), ('273', 1, 'S'), ('1350', 1, 'S'), ('1269', 1, 'S')]",[SKR] [I273] [REC] [I273] [EG2] [I1350] [EA2379] [I1269] [EA1604]
106,106,"[('339', 1, 'N'), ('127', 1, 'N'), ('983', 1, 'S'), ('884', 1, 'S'), ('884', 1, 'N')]",[SKR] [I339] [I127] [EG25] [EG25] [EG3] [REC] [I983] [I884] [SKR] [I884] [REC] [EG57]
107,107,"[('1512', 1, 'S'), ('1512', 1, 'S'), ('273', 1, 'S'), ('1269', 1, 'S'), ('1269', 1, 'S')]",[SKR] [EG41] [EG3] [REC] [I1512] [EA592] [EA3633] [SKR] [EA3633] [REC] [EA592] [EA3633] [I1512] [SKR] [EG7] [REC] [I273] [EG7] [I1269] [EG27] [EG7] [EA1595] [EA2171] [EA789] [SKR] [EA1595] [EA2171] [EA789] [REC] [I1269]
108,108,"[('332', 1, 'S'), ('384', 1, 'S'), ('640', 1, 'S'), ('214', 1, 'N'), ('640', 1, 'S'), ('4', 1, 'S'), ('479', 1, 'S'), ('479', 1, 'N'), ('479', 1, 'N'), ('1471', 1, 'N'), ('257', 1, 'S')]",[REC] [I332] [I384] [I640] [SKR] [I214] [REC] [I640] [I4] [I479] [SKR] [I479] [REC] [EG64] [SKR] [I479] [I1471] [REC] [I257]
109,109,"[('1657', 1, 'N'), ('1473', 1, 'N'), ('127', 1, 'S')]",[SKR] [I1657] [EA870] [I1473] [REC] [I127] [EA1565] [EA701] [SKR] [EA701]
110,110,"[('346', 1, 'S'), ('140', 1, 'S'), ('20', 1, 'S')]",[SKR] [EG31] [REC] [EG31] [EG21] [SKR] [EG21] [EG31] [REC] [EG39] [EG21] [SKR] [EG39] [EG21] [REC] [EG21] [EG31] [SKR] [EG21] [REC] [I346] [I140] [SKR] [EG31] [REC] [I20] [EG31]
111,111,"[('640', 1, 'N'), ('1789', 1, 'N'), ('1045', 1, 'S'), ('1278', 1, 'S'), ('1205', 1, 'S'), ('1789', 1, 'S'), ('1045', 1, 'S')]",[SKR] [I640] [REC] [EG3] [SKR] [I1789] [REC] [EG27] [I1045] [I1278] [EG27] [I1205] [EA2178] [EA3098] [EA265] [SKR] [EA3098] [REC] [EA3587] [I1789] [I1045]
112,112,"[('305', 1, 'S'), ('305', 1, 'N'), ('376', 1, 'S'), ('144', 1, 'S'), ('1328', 1, 'S'), ('896', 1, 'S')]",[SKR] [EG20] [REC] [I305] [SKR] [I305] [REC] [I376] [I144] [EA520] [EA2707] [EA2700] [EA1127] [ED247] [I1328] [EG2] [I896]
113,113,"[('1295', 1, 'S'), ('394', 1, 'N'), ('1295', 1, 'N'), ('1295', 1, 'S'), ('1187', 1, 'S'), ('1187', 1, 'S'), ('23', 1, 'S'), ('246', 1, 'S'), ('913', 1, 'S'), ('913', 1, 'N'), ('812', 1, 'S'), ('237', 1, 'S'), ('1773', 1, 'S')]",[REC] [I1295] [EG7] [EG3] [SKR] [I394] [EG2] [EG7] [I1295] [REC] [I1295] [SKR] [EG2] [REC] [I1187] [EG2] [EA2563] [SKR] [EA2563] [REC] [EA2563] [I1187] [I23] [I246] [EA2563] [EG2] [SKR] [EG7] [REC] [EG7] [EG2] [I913] [EA701] [EG2] [EG7] [SKR] [I913] [REC] [EA3770] [EA3587] [EA701] [I812] [EA254] [I237] [I1773] [SKR] [EG21]
114,114,"[('120', 1, 'N'), ('726', 1, 'S'), ('634', 1, 'S'), ('634', 1, 'N'), ('491', 1, 'S'), ('1370', 1, 'S'), ('491', 1, 'N'), ('1370', 1, 'N'), ('1867', 1, 'S'), ('1867', 1, 'N')]",[SKR] [EG44] [EG20] [REC] [EG20] [EG20] [SKR] [I120] [REC] [EA2121] [SKR] [EA459] [REC] [I726] [EA459] [SKR] [EA2883] [REC] [I634] [SKR] [I634] [EA459] [REC] [I491] [I1370] [EA459] [SKR] [I491] [I1370] [EA2883] [EG3] [REC] [I1867] [SKR] [I1867]
115,115,"[('640', 1, 'S'), ('726', 1, 'S'), ('237', 1, 'S'), ('726', 1, 'N'), ('1784', 1, 'N'), ('319', 1, 'N'), ('507', 1, 'N'), ('250', 1, 'N'), ('273', 1, 'N'), ('735', 1, 'N'), ('726', 1, 'S'), ('353', 1, 'S'), ('1257', 1, 'N'), ('337', 1, 'S'), ('945', 1, 'S'), ('80', 1, 'N'), ('440', 1, 'S'), ('755', 1, 'S')]",[REC] [I640] [SKR] [EG64] [EG65] [EG7] [EG35] [EG3] [REC] [I726] [I237] [SKR] [I726] [I1784] [I319] [I507] [I250] [I273] [I735] [REC] [I726] [EA3190] [EA2882] [EG65] [I353] [SKR] [EA3190] [I1257] [REC] [I337] [EG20] [EG3] [I945] [SKR] [I80] [REC] [EG65] [I440] [SKR] [EG65] [EG20] [EG65] [REC] [I755]
116,116,"[('109', 1, 'N'), ('1525', 1, 'N'), ('1525', 1, 'S'), ('1153', 1, 'S'), ('845', 1, 'S'), ('1153', 1, 'N'), ('1548', 1, 'N'), ('214', 1, 'S')]",[SKR] [I109] [I1525] [REC] [I1525] [SKR] [EG65] [REC] [I1153] [I845] [SKR] [I1153] [I1548] [REC] [EG2] [I214]
117,117,"[('861', 1, 'N'), ('1287', 1, 'N'), ('993', 1, 'S')]",[SKR] [EG7] [EG31] [EA3330] [I861] [I1287] [REC] [EG7] [I993] [SKR] [EA2194]
118,118,"[('1410', 1, 'S'), ('1029', 1, 'S'), ('1029', 1, 'N'), ('1029', 1, 'N')]",[REC] [EG44] [EG65] [EG65] [SKR] [EG65] [REC] [EG65] [I1410] [EG65] [I1029] [SKR] [I1029] [I1029]
119,119,"[('57', 1, 'S'), ('256', 1, 'N'), ('12', 1, 'S'), ('694', 1, 'N'), ('1287', 1, 'S')]",[REC] [I57] [EG2] [EG65] [EG2] [EG25] [SKR] [I256] [REC] [I12] [SKR] [I694] [REC] [I1287]
120,120,"[('383', 1, 'S'), ('31', 1, 'N'), ('1454', 1, 'N'), ('1626', 1, 'N'), ('583', 1, 'S')]",[REC] [EG7] [EG2] [EG3] [I383] [SKR] [I31] [I1454] [I1626] [REC] [EA2609] [EG7] [EG7] [EG2] [EG6] [SKR] [EG6] [EG6] [REC] [I583] [EA3149]
121,121,"[('1520', 1, 'S'), ('1520', 1, 'S'), ('1486', 1, 'N'), ('385', 1, 'N'), ('385', 1, 'S')]",[SKR] [EG3] [EG7] [REC] [EA730] [EA730] [I1520] [I1520] [EA730] [EG27] [EG48] [SKR] [I1486] [EG3] [REC] [EA342] [SKR] [EA213] [I385] [REC] [I385] [EA730] [EA213]
122,122,"[('57', 1, 'N'), ('273', 1, 'S'), ('273', 1, 'N'), ('273', 1, 'N'), ('1339', 1, 'S'), ('1339', 1, 'S')]",[SKR] [I57] [REC] [EG2] [SKR] [EG2] [REC] [I273] [SKR] [I273] [I273] [EG2] [REC] [I1339] [SKR] [EG2] [REC] [I1339]
123,123,"[('1749', 1, 'S'), ('1807', 1, 'S')]",[REC] [I1749] [EA3501] [SKR] [EG3] [REC] [I1807] [EA997]
124,124,"[('81', 1, 'N'), ('81', 1, 'N'), ('81', 1, 'S'), ('1067', 1, 'S'), ('81', 1, 'N'), ('999', 1, 'N'), ('999', 1, 'N'), ('1414', 1, 'N'), ('1414', 1, 'N'), ('1848', 1, 'N')]",[SKR] [EG65] [EG44] [EG2] [I81] [I81] [REC] [I81] [I1067] [SKR] [I81] [I999] [I999] [EA270] [I1414] [I1414] [I1848]
125,125,"[('172', 1, 'S'), ('172', 1, 'S'), ('273', 1, 'S')]",[SKR] [EG7] [REC] [EG7] [EG7] [I172] [I172] [SKR] [EA1604] [REC] [I273]
126,126,"[('1760', 1, 'S'), ('1354', 1, 'N'), ('174', 1, 'N'), ('1038', 1, 'N'), ('1845', 1, 'S'), ('1760', 1, 'S'), ('1845', 1, 'S'), ('1845', 1, 'N')]",[SKR] [EG65] [REC] [EG2] [EG65] [SKR] [EG65] [REC] [I1760] [SKR] [I1354] [I174] [I1038] [REC] [I1845] [I1760] [I1845] [SKR] [I1845]
127,127,"[('1145', 1, 'N'), ('332', 1, 'N'), ('364', 1, 'S'), ('364', 1, 'N')]",[SKR] [EG3] [REC] [EG3] [SKR] [EG3] [I1145] [I332] [EG3] [REC] [EG64] [SKR] [EG3] [REC] [I364] [SKR] [I364] [EG2] [REC] [EG2] [SKR] [EG3] [EG2]
128,128,"[('57', 1, 'S'), ('845', 1, 'S'), ('845', 1, 'N'), ('364', 1, 'S'), ('735', 1, 'S'), ('708', 1, 'S'), ('1410', 1, 'N'), ('332', 1, 'S'), ('332', 1, 'S'), ('332', 1, 'S')]",[SKR] [EG3] [EG64] [REC] [EG64] [EG3] [I57] [EG3] [EG64] [I845] [SKR] [I845] [REC] [I364] [I735] [SKR] [EG65] [EG65] [REC] [EG3] [EG64] [EG23] [I708] [SKR] [I1410] [REC] [I332] [I332] [I332]
129,129,"[('1067', 1, 'N'), ('1848', 1, 'S'), ('735', 1, 'N'), ('80', 1, 'N'), ('735', 1, 'N')]",[SKR] [EG65] [REC] [EG65] [SKR] [I1067] [REC] [I1848] [SKR] [I735] [REC] [ED1085] [SKR] [I80] [I735] [REC] [EG65]
130,130,"[('1210', 1, 'S'), ('1484', 1, 'N'), ('845', 1, 'N'), ('845', 1, 'S'), ('1858', 1, 'S'), ('715', 1, 'N'), ('1858', 1, 'N'), ('1210', 1, 'N'), ('653', 1, 'N'), ('1213', 1, 'N'), ('653', 1, 'S'), ('1213', 1, 'S'), ('653', 1, 'S')]",[SKR] [EG25] [EG3] [REC] [EG3] [I1210] [EG27] [EG20] [EG3] [EG3] [SKR] [I1484] [REC] [EG25] [SKR] [I845] [REC] [I845] [I1858] [EG25] [SKR] [I715] [I1858] [I1210] [I653] [I1213] [REC] [I653] [I1213] [I653] [SKR] [EA1728]
131,131,"[('780', 1, 'S'), ('608', 1, 'S')]",[REC] [I780] [EA627] [EA3380] [EA2752] [EG3] [I608] [EA2505] [SKR] [EA3582] [REC] [EG3]
132,132,"[('652', 1, 'S'), ('1609', 1, 'N'), ('652', 1, 'S'), ('256', 1, 'N'), ('715', 1, 'S'), ('807', 1, 'S'), ('652', 1, 'S'), ('807', 1, 'N'), ('652', 1, 'S')]",[SKR] [EG57] [REC] [I652] [EA2609] [SKR] [EG2] [REC] [EG2] [SKR] [EG57] [I1609] [REC] [I652] [SKR] [I256] [REC] [EG25] [I715] [EG25] [I807] [I652] [SKR] [I807] [REC] [I652]
133,133,"[('856', 1, 'S'), ('1298', 1, 'S'), ('1298', 1, 'N')]",[SKR] [EG3] [REC] [I856] [EA1165] [SKR] [EG3] [REC] [EG3] [EA3499] [I1298] [EA223] [EA2385] [EA1646] [EG3] [SKR] [I1298]
134,134,"[('652', 1, 'S'), ('241', 1, 'S'), ('38', 1, 'S'), ('84', 1, 'S')]",[SKR] [EG3] [REC] [EG3] [SKR] [EA1588] [EA2147] [REC] [I652] [I241] [EA1588] [EG3] [I38] [EA1588] [EG3] [EA2147] [I84] [EG3]
135,135,"[('1683', 1, 'N'), ('1187', 1, 'S'), ('1863', 1, 'S'), ('1863', 1, 'S'), ('1135', 1, 'S'), ('1863', 1, 'S'), ('1863', 1, 'S')]",[SKR] [EG2] [REC] [EG2] [SKR] [I1683] [REC] [EG2] [I1187] [I1863] [I1863] [I1135] [I1863] [EG2] [I1863]
136,136,"[('757', 1, 'S'), ('597', 1, 'S'), ('652', 1, 'S')]",[REC] [I757] [SKR] [EG57] [REC] [I597] [I652]
137,137,"[('1117', 1, 'N'), ('1145', 1, 'S'), ('171', 1, 'S'), ('1167', 1, 'S')]",[SKR] [I1117] [REC] [I1145] [I171] [I1167]
138,138,"[('79', 1, 'S'), ('79', 1, 'N'), ('1784', 1, 'N'), ('1863', 1, 'S'), ('1103', 1, 'S'), ('969', 1, 'S'), ('969', 1, 'N'), ('1407', 1, 'S'), ('352', 1, 'S'), ('125', 1, 'N')]",[REC] [I79] [SKR] [I79] [I1784] [EG64] [REC] [EG7] [SKR] [EG2] [EG20] [REC] [I1863] [EG2] [EA2665] [EA2665] [EA3624] [EA2269] [I1103] [I969] [SKR] [I969] [REC] [EA2665] [EG2] [EG20] [I1407] [I352] [SKR] [I125]
139,139,"[('127', 1, 'N'), ('427', 1, 'S'), ('368', 1, 'N'), ('1402', 1, 'S')]",[SKR] [EG2] [EG3] [REC] [EG3] [SKR] [I127] [EG3] [REC] [I427] [EG3] [EA361] [SKR] [I368] [EA1551] [EA361] [REC] [I1402] [EA2311]
140,140,"[('1523', 1, 'N'), ('676', 1, 'S'), ('1342', 1, 'S'), ('676', 1, 'N')]",[SKR] [EG48] [EG7] [I1523] [REC] [I676] [I1342] [EG7] [EA3674] [SKR] [EA1571] [I676]
141,141,"[('1746', 1, 'N'), ('1830', 1, 'S'), ('1830', 1, 'N'), ('554', 1, 'S'), ('1830', 1, 'N')]",[SKR] [EG44] [EG20] [REC] [EG20] [EG20] [SKR] [EG20] [I1746] [REC] [EA1558] [I1830] [EG44] [EG20] [SKR] [EG31] [I1830] [REC] [EG31] [SKR] [EA3621] [REC] [EA3621] [EG44] [EG20] [I554] [EA776] [SKR] [I1830]
142,142,"[('304', 1, 'S'), ('304', 1, 'N'), ('57', 1, 'S'), ('1397', 1, 'S'), ('1322', 1, 'S')]",[SKR] [EG57] [REC] [EG57] [SKR] [EG57] [REC] [I304] [SKR] [I304] [EG3] [EG3] [EG3] [REC] [I57] [I1397] [I1322]
143,143,"[('127', 1, 'N'), ('81', 1, 'S'), ('81', 1, 'N'), ('521', 1, 'S'), ('875', 1, 'S'), ('875', 1, 'N'), ('875', 1, 'N')]",[SKR] [I127] [REC] [EG25] [SKR] [EG20] [REC] [EG20] [I81] [SKR] [I81] [REC] [I521] [I875] [SKR] [I875] [I875]
144,144,"[('1694', 1, 'S'), ('1694', 1, 'S'), ('1000', 1, 'S'), ('995', 1, 'S')]",[REC] [I1694] [EA2971] [I1694] [SKR] [EA2247] [REC] [I1000] [I995]
145,145,"[('676', 1, 'N'), ('273', 1, 'S'), ('172', 1, 'N'), ('273', 1, 'N')]",[SKR] [EG20] [I676] [REC] [EG20] [I273] [SKR] [I172] [EA1595] [I273]
146,146,"[('283', 1, 'N'), ('1056', 1, 'S')]",[SKR] [EG3] [REC] [EG3] [EG3] [SKR] [I283] [REC] [I1056] [EA2422] [EA3399]
147,147,"[('1576', 1, 'S'), ('728', 1, 'S'), ('538', 1, 'N')]",[SKR] [EG3] [EG2] [REC] [I1576] [SKR] [EG3] [EG2] [REC] [I728] [EA219] [EA2249] [EG57] [EG3] [EG23] [SKR] [I538]
148,148,"[('1414', 1, 'N'), ('1863', 1, 'N'), ('1863', 1, 'S'), ('127', 1, 'S'), ('1269', 1, 'S')]",[SKR] [EG2] [EG65] [I1414] [I1863] [REC] [I1863] [I127] [I1269]
149,149,"[('1269', 1, 'S'), ('1532', 1, 'S'), ('1532', 1, 'N'), ('1211', 1, 'S'), ('1532', 1, 'S'), ('1566', 1, 'N')]",[SKR] [EG2] [EG25] [REC] [I1269] [I1532] [EG2] [SKR] [I1532] [REC] [I1211] [I1532] [SKR] [I1566]
150,150,"[('568', 1, 'N'), ('862', 1, 'S'), ('725', 1, 'S'), ('725', 1, 'N'), ('725', 1, 'S')]",[SKR] [EG3] [EG31] [EG3] [I568] [EG3] [REC] [I862] [EG3] [I725] [SKR] [EA1088] [I725] [REC] [I725] [SKR] [EA1088]
151,151,"[('1587', 1, 'S'), ('56', 1, 'N'), ('992', 1, 'S'), ('578', 1, 'S'), ('1420', 1, 'S')]",[REC] [I1587] [SKR] [I56] [REC] [I992] [I578] [I1420] [EA3653]
152,152,"[('850', 1, 'S'), ('286', 1, 'S'), ('850', 1, 'S'), ('286', 1, 'S'), ('850', 1, 'N'), ('850', 1, 'S')]",[SKR] [EA2193] [EA776] [EA2563] [EA369] [EA3674] [EG2] [EG57] [EG3] [EG20] [EG2] [REC] [I850] [I286] [I850] [I286] [EA2326] [SKR] [I850] [REC] [I850]
153,153,"[('57', 1, 'N'), ('57', 1, 'S'), ('1863', 1, 'S'), ('1848', 1, 'S'), ('294', 1, 'S'), ('294', 1, 'S')]",[SKR] [EG2] [REC] [EG2] [EG2] [SKR] [EG2] [I57] [REC] [I57] [I1863] [I1848] [EA3377] [I294] [EA3377] [I294]
154,154,"[('1421', 1, 'S'), ('472', 1, 'N'), ('1339', 1, 'S'), ('273', 1, 'S'), ('273', 1, 'N'), ('55', 1, 'S'), ('273', 1, 'S'), ('1122', 1, 'S')]",[REC] [EA444] [I1421] [SKR] [EA444] [EA3149] [EG2] [REC] [EG2] [SKR] [I472] [EA1319] [EA48] [REC] [I1339] [I273] [SKR] [I273] [EA3295] [REC] [I55] [EG2] [I273] [I1122]
155,155,"[('273', 1, 'N'), ('1565', 1, 'N'), ('1110', 1, 'N'), ('703', 1, 'N'), ('57', 1, 'S'), ('471', 1, 'S'), ('471', 1, 'N')]",[SKR] [I273] [REC] [EG2] [SKR] [I1565] [I1110] [I703] [ED1110] [REC] [I57] [I471] [SKR] [I471] [REC] [EA1018] [SKR] [ED604]
